sentiment,title
1,permanent
1,Did not stay adhered for more than a week
1,Don't stay stuck to bathtub floor
1,these are worthless
1,These suck
1,very dissatisfied
1,Poor Bathtub Safety Stickers
1,What a waste of perfectly good trees.
1,product showed up water damaged
2,Wonderful Book
2,Excellent almost real sci-fi
1,God-Awful Movie
2,A great film
1,"Only ok, and I usually like supernatural stories"
2,Good music from the Boss
1,Terrible
1,undersized-
2,Nice looking and useful stew pot
2,Amazing!
1,What a stinker!
1,Boring and Silly
2,AWESOME CLASSIC AND ANYTHING ELSE YOU CAN SAY
1,"Nice looking, good price, but..."
2,"Horns, guitars, and an electric violin, they had it all!"
2,The Decemberists meet Uncle Tupelo somewhere in Montana
2,Fabulous Diapers
2,We love these diapers!
2,7th Gen. great diapers!
2,"Great diapers, easy on the environment"
1,Bummer
2,Best Diapers around
2,only one problem
2,The best 'natural' alternative to regular diapers
1,Tabs are too big to be comfortable
2,browns are mo better
2,Cruelty-free and wonderful!
1,"Good idea... ""leaky"" execution"
2,"Still the best, but used to be better"
1,Long Day's Journey Into Boredom
1,Im not happy with this product
1,1 great quote and that's all there is
2,brilliant album!
1,Bad 80s Music
1,need a degree to understand
1,NO ES MUY BUENO.
2,Interesting and informative
2,"""Confused!"""
1,ANOTHER WATHCES A DUMB MOVIE
1,Disappointing ....
1,wow! no wonder it's calphalon!!
2,Incredible Little Pan
2,Amazing Crepes
2,Useful griddle/pan to have in the Kitchen!
2,"For the price, you have to love it."
2,Best pan I own
2,this pan is great
2,"Great for Crepes, Even Better for Omelettes!"
1,Worst product from the Brand
2,I love this versatile non-stick pan. I have TWO of them!
1,Hard to Handle
2,Works well good pan for the price
1,Nonstick? Really?
1,junk
2,Great gun except the price
2,"Calming, Centering, a bit repetitive"
2,Very good chant (esp for the price)
1,"Nothing ""simple"" about it"
2,Reads Like a Novel
1,low budget redneck action flick
1,"Bargain--but, bargain as I expected."
1,You can do much better than this CD
1,Not for Internet/e-mail use
1,Disappointing
2,I am not sure what I did before I owned it!
1,A rare failure from Palm
1,Disappointed
1,dissapointed
2,Palm m505
1,The color could be better . . .
1,Shocking...
2,The King and I
2,Good if were all on one disc but...
2,A classic
2,Wonderful!
1,Daybreak into Darkness
2,Shy people like it too!
1,NOTHING CLOSE TO MAYNARD!
2,An uncomplicated book for its time
1,very slow
1,"I have to rate this book even though I have not read it. Its for my Grand daughters English class,so this is not a rating"
2,Gatsby
2,A Great American Novel
2,Good classic
2,One of the best
2,My granddaughter's book
1,Very boring book
1,Sad!! horrible and boring
1,but why is it loved so...
2,The Great Gatsby- An American Masterpiece
1,"Too ""performed"" - avoid."
2,There's a reason they call it Great
1,Uninspired
1,I just don't get the big deal
1,so boring i wanted to kill myself
1,A TITLE FOR YOUR REVIEW
2,"Some say it's over-rated, I say it's genius!"
1,Not aware size is TINY
1,I didn't like it!
1,"OK, it [was terrible]..."
2,classic
1,the only good thing about it was its simplicity
2,Beautiful language and a great storyline
2,A treat....
1,Singularly centered
2,Gatsby
2,"The great gatsby is about love , money , loss"
1,Great?
2,Olden days
2,Fourth time read!
2,The Great Gatsby
2,One of the Best pieces of american literature
1,not so good
2,Genius and Confusion
2,Works great for my digital camera
1,Where is the power?
1,not good quality
1,dissapointed
2,pretty damn good
2,Band on the Come ??
2,Dobby's review
1,I am Gerard Depardieu
2,Funky
1,Not in the same league as Sheridan's first three features
2,"Brilliant film, brilliant acting!"
2,The tragedy of losing a child
2,Welsh is the bard of the new century Scots working class consciousness in distress
2,Different -- but wonderful!
1,Yikes!
2,Great reference
2,One in a million
1,These Weeds need to be Pulled!
1,Ditch Weed
2,Good Farnham
1,Not too good...
2,Works perfectly
2,A classic.
2,Makes you want to live in a natural setting.
2,A Rare Modern Gem
1,good movie but dont by from this seller
2,No better herbal laxative than this on the market
2,If you have not read Rebecca you may appreciate this book
1,"Witty politics at its worst, Buchanan just another hypocrite"
1,TERRIBLY DISAPPOINTING.
2,Impeccable book and service.
1,Full Screen Theatrical Edition
2,A celebration of Plains Indian life
2,Beautiful
2,Dances with wolves
2,My favorite movie
2,Dances with Wolves
2,Dances with Wolves
2,4 HOURS FLIES BY !?!?!?!?
2,Kevin Costner at his finest
2,Finally
2,Mother Daughter Book Club @ Edmeston Central School (NY)
1,Doesn't look like St Francis
1,Wrong Actor for the Role
1,Intermatic should be ashamed!
1,3 months then dead
1,Works for 2 months of light use then breaks
1,A Good Replacement Alternative
1,I wish I had read the reviews first
1,Non Op failure after 6 months
1,Crap
1,See 'Pawns in the Game' for the Truth
2,Free Mind
2,A great first hand account of war.
2,A pleasure to own
1,The Power of the Machine
1,"Hollywood, get over yourselves!"
2,Best movie ever !!
1,Forget it unless you're an Altman fan
1,Never showed up
2,spooky ladys sideshow
1,"He tried, but failed..."
2,"Integrity and Honesty, That Was Randoph Scott"
1,Error notification
1,No instructions Does NOT fit the router
2,"Which way did they go, George?"
2,Fantastic Story
1,Barneys absolute worst movie yet!
1,"Horrible, Miserable Movie!"
2,pretty cute
2,Great!
1,CDs don't work on XP
2,Maiden en la cima del mundo.
2,Best Live album of all time!
2,One of the best Live! albums ever.
2,MASTERPIECE
1,Don't buy if you own an Intel Mac
1,Does NOT Work on Intel Macs!
2,exciting and full of thrill.
1,Would Have Been Good...
1,Some good action but otherwise
2,what a movie
1,A new James Bond knock-off
1,Convoluted and Implausable
2,Entertaining Throughout!
1,Brain-Dead Beach Reading
2,The Janson Directive
2,One of the great comedies
2,Classic Coen brothers
2,UDT - Ultimate dude trip
2,Excellent!
1,MAJOR disappointment
1,Not my brand of humor
2,"Mark it ZERO, Dude!"
2,"Bridges outstanding, Goodmen a gem......"
2,Hilarious!
1,bogus
1,Blu-ray of Big Lebowski did not work on my Samsung Blu-ray player!
2,Well Written ~ Funny
2,Well that's just like your opinion... man.
1,Has anyone noticed..
1,Don't believe the Stoner Hype
1,"Great Film, bad Blu-Ray: DNR to the max!"
2,good music
1,not what I expected.
1,Hines Ward Replica jersey
2,The Wiremold story making Lean History
2,Track List
2,Great for Porches
1,"Its pretty, but that's all its got going for it"
1,DONT BUY THIS ITEM!
1,Did not work!
1,Boring
1,A very boring book.
2,Poirot The Classic Collection 4 DVD
1,oops
1,"Rip Off,"
1,"Leaks are impossible to find, fix"
2,My AeroBed is great.
2,Good for kids' breakfast...
2,Good Quality
2,he's my man
2,One of the best
1,This album is retarded!
2,Maiden's second best after PIECE OF MIND!
2,One of their best and a can't miss for any Maiden fan.
2,"Iron Maiden ""Seventh Son Of A Seventh Son"""
2,One of the BEST Rathbone\Holmes Videos!
1,The Leader's Brain
2,More details...
1,Slow Reading
2,Twisty turns
2,It was good.
1,"A period piece, and not in a good way"
1,Ugh.
2,Gaudy Night is a great book!
2,"A grow-er, not a show-er."
2,glory days revisited
2,Phiten Bracelet and Necklace
2,Cinematic-better than movies
1,THREE DAYS
1,sad and depressing
2,Nice RSV
1,More than You Want to Know
1,I wanted to like this book
2,Last Splash makes a splash in alternative music upstream!
2,Exactly What I Needed!
1,Feet of Flames Falls Flat
2,Wish Everyone Could Read This at Age 40!
1,The Sex Life of Joan
1,Mastered at the wrong speed
2,Starry eyed
2,not dated
2,from a die-hard Pern/Mcaffrey fan
2,I recommend it - get Amazon to send it!
1,Cat's flaw
2,A book to treasure...!
2,Very happy in Philly
2,An entertaining book of mind puzzles and exercises
2,ready for kindergarten
2,"Great, Comfortable Boxers"
2,Great Knit Boxers
2,Great mouse
1,"Can we all say: ""Okay, Paul, get over your mother""?"
2,Heartbreaking
1,Mixed up Facts
2,I learned so much from this one book!
2,my 2nd favorite couple
2,tryst review
2,Classic album
1,Misleading description and image
1,Cute but a waste
1,Where's my coffee?!!!
2,Great for a keyboard - adjustable height which helps
1,Skip the castles in Spain
2,Now's the Time to Buy
1,Problem Phone
1,"Frozen, Disconnected, Crashed EVERYDAY"
1,This might as well have been a toy phone
2,Very Thought-Provoking and Revealing
2,American Movie brought to life.
2,The First Avenger Indeed!
2,Captain America: The First Avenger
2,Captain America
1,"Boring film, bad script, poor acting"
1,Dull as dishwater
1,meh
1,Review of 3D vs. 2D
1,Well. Let's see here.
1,Crappy Movie
1,Notgood
2,I'm glad I watched it.
1,really dissapointing
1,"OMG, this is a slow starter...zzz...zzz"
2,Captain America
2,LOOKING FORWARD TO THE SECOND
2,Mar-Vel-lous
2,I recommend it
1,Didn't play
1,Rushed
1,This is kid's stuff!!
1,VERY BAD ALBUM
2,Not Iron Maiden...Not Gold Maiden...But Platinum Maiden!
2,Fantastic Family Movie!
1,Horrible shipping time
1,For Better or Worse...
2,great book
2,I love this CD!!
1,Spice World
1,Not a good plot
2,"Listen, before you make fun, you'll like it!"
2,Best movie ever
1,This CD is horrible!!!
2,Still Love IT
2,Spice!
1,This CD really stinks! PU!
1,insult to music
2,good memories
2,Spice Girls - Spicier than the first time!
1,OK
1,"Spicy, not so satisfying"
1,Please make it go away please
1,"Two stars for ""Viva Forever"""
1,A movie fans will love... but only the fans.
1,Spice Down our life
1,Who in GOD's NAME are THESE idiots trying to fool?????
1,How to make a bad song!!
1,Easy Riffs
2,I hope this is not the last of Elroy Bode's works!
1,It is functional...
1,Save your money
2,Water Filtration Vacuum Clearner
1,Terrible Vacuum
2,Air cleaning machine!
2,The BEST
1,So disappointed...
1,Painfully contrived and lacking in depth
1,A bit boring here and there
2,the ultimate Oi! album!
2,"Useful, if Dated, Information on Timber Engineering"
2,Great Classic Novel
2,Oliver Twist
1,Literary quality does not exist
1,Not what I expected
1,Terrible buy for the price
1,MAIDEN MUST BE JOKING !
1,Horrible production
1,Horrible!
1,May work for some
1,Do NOT buy Sony CD-R blank audio disks!
1,Frisbees or Coasters
1,epic fail
1,"HADLEY YOU ARE MISSING ONE THING, SPANDAU BALLET."
1,HORRIBLE COVERS-HADLEY SINGS LIKE A CHANTEUSE IN A NIGHTCLUB
2,Great Adventure!!!!!!!
1,couldn't get to finish it
1,Predictable and dull
1,Don't bother with this one !
2,"When he's good, he's very, very good..."
1,Boring!
2,Happy Camper
2,whasup homeboys and homegirls
1,Not for everyone
1,Started out somewhat OK; then the Singularity happened.
1,Where is the plot?
1,Horrible Book
2,"Great, hard sci-fi"
1,A Hint Of Better Things To Come
2,ol western
1,This isn't a good movie.
2,The Greatest
2,"""The Western that started it all"""
2,high noon
2,As Good As I Remember It From The First Time
2,Very Satisfied
2,Eternal Classic
1,Dull with potential
1,Final Verdict
2,The best (and worst) of what we love about this epic story.
2,Not good enough for the budget it had...
2,Why can't people like it?
2,So worth it
2,WOW!
1,why>?
1,Why do you persist? We ask the same thing!!!
1,disappointing
1,Disappointing!
2,Enter the Matrix: Revolutions Preview
1,And some say second was bad?
1,sigh...
1,i never felt so ripped off
1,This Film Never Should Have Been Made.
1,HOW DARE YOU WACHOWSKI BROTHERS! WHAT IS THIS!?
1,matrix revolting crap
1,Revolutions? Revolting!
1,"Matrix Revolution, not a film revolution"
1,Too bad...
2,The Matrix FoReVeR
1,Matrix Revolutions
2,Great cd but
2,Good but not the best
2,Evidence Presented Here Needs More Attention
2,Modern Western wonder
1,missing instructions
2,"good design, but handle could be more comfortable"
1,Poorly made
1,Not very good
2,not bad viven leigh
1,BEWARE! THIS IS NOT THE GARBO VERSION
1,"Great movie, but I'd go for the full 134 min Oz edition with better transfer."
1,Problems with the actual recording...
1,One of the worst Maiden albums
2,No Apologies...
1,NO PRAYER FOR THE DYING
2,THE PUNKFEST IS ON AGAIN
2,Unfairly disregarded album!
2,Ground Control to Major Tom
2,"Lonely, depressing, eerie"
1,Hallucinations Not Entertaining
2,Amazed!!
1,far side
1,No gravity
2,Slightly Predictable but Worth It
1,Couldn't get interested in this one to save my life
1,Don't Waste Your Time
1,Please stop the remakes
1,"Good build-up, Bad let-down!"
1,What the .... ??
2,Good no-frills DVD
2,More people need to know this man's music!
2,What was I waiting for??
2,Every album Ray makes is WONDERFUL!
2,The perfect drug for a pain junkie!
2,Love this album!
1,Cliche characters and nanotech as window dressing only
2,"Lots of Back stabing and the ""New Morality"" madness here."
2,Freakin Awesome Band
2,Great book!!!
1,Review of Unabridged Audio
2,great story line
2,Nineteen yards total!
2,Nice gun
2,Rock solid so far
2,One of John Ford's Best!
1,dissapointing
1,Not as good as you might hope
2,One of the best giants albums ever.......
2,The costs of war
1,Hattie steals the Dinner Party!!
2,The Allyn & Dacon Guide to Writing
2,Quite informative
2,Jake grafton teaches marines what it's like on a carrier
2,Another new favorite author
2,Always like these books.
2,A Secret
1,Broke Three In Quick Succession
1,"oh, come on!"
1,MORE HORNS THAN GUITAR
2,Great Value
1,"Not for ""nonspecialists"""
2,When Boxing&Fundamentals Mattered
1,Not so super sticky!
1,I don't get it and was hard to swallow
2,Fascinating
2,Beyond me
2,My new favorite
2,Anti-War Farce Through Science Fiction
2,A great book that shows the effect of war
2,A very nice edition of a favorite book of mine
2,"EXCELLENT, BUT NOT VONNEGUT'S BEST"
1,Awful
2,SLAUGHTER HOUSE FIVE
2,Random is not always a bad thing.
2,What can I say?
2,great
2,History Wrapped In Fiction
1,"Very, very enjoyable"
2,Hours of fun for little boys.
1,Same old stuff
2,stop being so critical....it's an action movie
2,Great movie!
2,Forensics Buff
2,Very good CD!
2,not bad
2,Good service
2,Father Goose and Mister Roberts
2,Father Goose
1,slightly boring...
2,Too Def Squad
1,Their live shows have slipt.
1,Train cannot stay on track for even a few seconds!
1,"Defective product, defective customer service"
1,Terribly made and pictures are too soft
1,The book made NO sense!!!
2,What si the Meaning of Life?
2,Funny Details
2,Hitchhiker's Guide to the Galaxy
2,Believe the hype!
1,Highly disoriented display of imagination
1,at least it's short
2,"A Silly Comedy, but worth a read."
2,Deux Ex Adams
1,it sucked
1,"BEWARE, FRAUD"
2,CAN'T PUT IT DOWN
1,The author had no point.
1,Not a great book
1,Kindle edition - poor conversion of a good book
1,uggh
2,MY FAVORITE BOOK OF ALL TIME
1,Didn't keep me interested
2,A classic!
2,Brings back wonderful childhood memories
2,A Must See
2,Just AMAZING!
1,Anne of Green Gables
2,heart wrenching
2,Great Green Gables DVD!
2,Love this Series
2,It captures your heart
1,HUGE DISAPPOINTMENT!
1,Agree with the previous comment
1,Who wrote this garbage? Who's directing it?
2,Fantastic and one of my favorites
2,Great Fun
2,Good 'ol time in England
2,The best movie I've ever seen!
2,Great movie
1,convoluted
2,a good british movie
1,"Nothing ""Special"" about this Edition."
1,Rory's death?
1,These mini-series really suck
2,"great compilation,but the title is incorrect:it's not recipe,it's recife!!!"
2,excellent
2,Kewl!
1,Made no sense!
1,Best Forgotten
1,Book lacks in-depth coverage.
1,"Bad, really really bad..."
2,Humorous and Lovable Movie
1,Very little substance
2,Develop mastery with the power of an hour
1,BUTTERFLY'S WINGS CLIPPED
1,mad
2,It wasn't the 1st one but it still good to watch!
1,Don (Blu-Ray) Sold By lola's dream is not in a Blu-Ray format it's DVD
2,Better than I thought
2,It's actually pretty good!
2,"Capitalism works, just not too well in the US"
1,Not One of Her Best
2,Convexoptimization reference
2,Fun & Worth Having.
2,Delivery problem
1,Bad customer experience...Need help!!!
1,I have to disagree
1,slow&boring
2,Strange and stranger!
1,bad experience
1,No customer service
1,Cheaply made- not worth buying them
1,Just Plain Sucks ...
2,Night of the Comet
2,thats what i waiting for
1,waste of time
2,Director's log
2,"Pitch Black, great sci-fi for the true sci-fi fan"
2,Excellent flick!
2,How do I get eyes like that?
2,Pitch Black
2,Great Sci Fi and excellent special effects.
2,Watch this if you like Sy Fy
1,ripping off the unwary
2,A Great short
1,Item not as pictured
1,Wonderful Movie - Poor DVD Quality
1,G? Rating More like Porn rating-Be Warned
2,Confused?
2,Defective Discs
1,Disappointed after reading great reviews
2,sounds better each play
1,"This crap is not true Willie, he sold out!"
1,Won't Last Long
2,Great so far
1,Totally sucks.
2,Fun addition to Harry Potter collection
2,ESL/Thievery Always Deliver.
1,Leaves you hanging! Asks questions that never get answered.
1,aimless terror
2,"A true friend, this book is"
1,"Great book, worst possible edition"
2,A French Language Classic
2,"If you decide to read this book, your world will never be the same."
1,ummm...i must be a moron
1,Le Petit Prince
2,excellent
2,Richness for Every Kind of Day
2,A great show
1,"sad, embarrassing"
2,Metallica is still the best
2,Kick ... Performance!
2,"NOT QUITE AS GOOD AS BEING THERE, BUT CLOSE"
1,What is this???
2,"A movie for people who like ""movies."""
2,Great Cast
1,GREAT PERFORMANCES BUT ....
1,low battery
2,cute jewelry box
2,shame on bad critics
1,this was a waste of $3.98
2,Enjoyable...not best of Farrelly Brothers though
2,Great physical comedy!
1,A TV movie
1,"Has Excel-related topics, but a mess to read"
1,One of the Worst CDs ever
2,just excellent
2,It grows and grows on you
2,Fantabulous!
1,Danger Danger Will Robinson
2,"Honesty, Sincereity and Obnoxious!"
2,"""This is Howard Cosell"""
2,will use for many road trips to come
2,bought for a gift
1,Too dark and limited
1,EMOTIONLESS
1,I wish I could have given it 0 stars
1,This movie remined me of a commercial
2,Good but....
2,Elizabeth
2,Elizabeth - the Edited Version
2,Excellent acting and filming!!
1,Different Elizabeth
1,Elizabeth the Silly School Girl
1,This film is an insult to the people whose names it uses.
1,Don't Bother
2,Elizabeth is Nearly Accurate Historically
2,Elizabeth is fantastic!
1,Sad
1,BORING and I HAD TO MAKE MYSELF READ IT!
1,Why?
2,Solid Table
2,hauntingly beautiful instrumental opus
2,simply wonderful
1,"awful script, mostly bad acting"
1,Horrible!
2,3 and a half
1,It's not worth the money.
1,No where near an Oscar Winner
1,Prepare to be disappointed
1,Please...........................!
1,Never confirmed shipment....
1,Boring til end
1,Not much depth and it won best picture?!?
1,Shakespeare in Love (Miramax Collector's Series)
2,Worth every nickel!
1,DON'T WASTE YOUR TIME ON THIS ONE!!!
2,Much better live
2,Awesome
1,"Bad pressing, bad mp3!"
1,Try listening to this
2,Step outside your brain with Hunter Thompson as your guide.
2,A Surreal Trip
1,Dont buy this crap
2,weird movie but i like it
2,...when the drugs began to take hold...
2,Fear and Loathing in Las Vegas
2,BAT COUNTRY?????
2,Who had the trip?
2,"This is good ether, man!"
1,"Now this is a bad trip! - Grotesque, not funny"
1,"Horrible, slow, boring film"
2,Brilliant film adaption
1,One of the worst f**king movies ever made
1,Love or Hate?
1,"I CWwyyyyyyyy, teaars, of sorrrrrrooooowwwwww"
2,Muy Buena
2,Cute and useful
1,Would be great if the pieces were attached.
2,Skills board review
2,Great mix of yoga and pilates
1,Hollywood's Ragpickin' Band
2,a smart reunion
1,NOT REAL LEATHER!!!
2,Nice Nice and Nicer
1,Returned them
1,NOT THE ORIGIONAL SOUNDTRACK
2,Long live the Hammond B-3
2,...Timeless -- and still fresh-sounding
2,Exciting Album
1,"Not your typical, mellow Zamphir"
2,The Only Way to Play With Bondo !
2,I really enjoyed this book.
1,Not Impressed
2,"A terrific, ""user friendly"" book for hobbyiests and artists."
2,love the show had to have the dvds
2,Movie review
1,show skinks
2,Sunny
2,DVD
2,3rd Place in a Really Tight Competition
1,Disappointing
2,A++
2,YUP!
1,Poorly Made
1,TEMPO SKIPS A BEAT
1,Don't buy this
2,"hard rock,"
2,Very good try to recapture the essence.
1,Houston Chronicle on Kindle
2,Pascal= gold
2,Awesome Lotion!
2,Vote for the Courage
1,"Bad Version of ""Pulp Fiction"""
2,EXCELLENT!!
1,NOT MUCH TO SEE
2,Lush
1,Not As Good As First Album
2,Heaven on Earth
2,Simply Wonderful
2,Embrya: His words echo beyond the end of each song
1,Very poor packaging
1,unrealistic view of the malagasy people and their island
2,70's Guitar Rock Defined.
2,Lots of creative energy from Oasis during this time
1,Don't Do It! You'll Regret It!
2,Mid-weight sport sock.
1,The Impostress
1,What Happened to this Previously Brilliant Author?
1,I threw it in the trash in one day!
1,"Should be titled ""How to Succeed in Commercial Real Estate BROKERAGE"""
2,Great tool to educate anyone who gets involved in Hispanic mktg
2,"A ""Must Read"""
1,Not at all what I expected
2,punk done right
1,only in America
1,Dissapointing
2,A unique find
2,At his best
2,Joe Black
1,"too long, too boring"
2,Great movie
2,Deliciously slower paced for emotional involvement.
2,Brad Pitt YUM YUM
2,A Modern Classic
2,One of the best romances ever!
2,Real close to a 5 star!!
2,"EXCELLENT, EXCELLENT, EXCELLENT!!!"
2,Great movie
1,AWFUL!
1,Used copy damaged
2,I mean!!!
2,One of those movies you share with everyone you know!
1,it doesn't know weather it wants to be a comedy or a drama
2,A Gold Medal Book!
2,A well written and thought provoking book.
2,Modern Bride Presents the Wedding Album
2,Had to have
2,Wow skills!!
2,latches board
1,Not so thrilled
1,Pinches tiny fingers
2,Grandson loves it.
2,Great Puzzle Experience
2,Mom of 2yr old
1,Disappointed
1,La primera Catalina si q era una libertinaje
1,historia amarga
2,Little Hamlet
2,Clothes line works great!!
1,Don't even try it !
1,NOT RECOMMENDED!
2,If I Could I Would Give It 10 Stars.
1,A Terrible Sequel to the Wonderful Movie Babe
1,They didn't know what to do with this one
1,Babe- Pig in the City
2,"Babe, Pig in the City"
1,NOT VERY GOOD
1,One of the most disturbing movies I have ever seen
1,Babe in the Trash - do not waste your money!
1,Too soft to be happy
2,Nice happy Fluke stuff!
1,Not good
1,"Seriously, 8.25 per box?"
1,Great Depression
1,waist of money
1,Unhappy Customer
2,what dreams my come
2,Visual delight with ethical dilemmas
1,Read the book
1,"Surrelistic, but...."
1,Bored me to death
1,Boring and typical Robin Williams facial expressions
2,Loved Even By A Truck Driver
2,"This is by far the best movie I have ever seen,"
1,Rent This Movie To Help You Sleep...
1,Visually stunning?
1,I agree
1,Not as cool as I remember.
1,"Delivery fine - Product, not so much."
1,"Abysmal commentary, OK pictures"
2,Best of the options...
1,"Unlike any other Alice, and not in a good way."
1,"rip-off, both albums fit onto 1 disc, why do it this way?"
2,"Nice style, but did I miss something?"
2,gritty realism...
2,Good book...
2,I remember Harry
1,Horrible!
2,The First Lady of Country Music...
2,Good starter set
1,Not worth more than $7
2,Black Beauty
1,"Good looks, poor performance"
1,Poor construction
1,"If you want to waste your money, this is the earset to buy!"
1,not very durrable
1,How bad? Let me count the ways...
1,"Average,Low-Budget B-Movie"
1,Leprechaun 4 - In space
1,Aliens for everybody
2,funny as hell
1,Mindless and Low-Budget
2,Super Sticky Once or Twice
1,Hungarian Folk : 50s-60s Style
2,"Great movie, keeps you guessing"
2,Get it you won't regret it
2,Fine Surreal Film
1,Brad Pitts Character Too Over the Top
2,12 Monkeys Brad
1,Just a mishmash of hype
2,great deal
1,Who is Reading this?
1,Readable but not enjoyable
2,Robert Jacks is the best Leatherface ever!
1,even worse than the 7th heaven remake
1,Still Stunned
1,Plan 9 from Outerspace it maybe time to hand over your crown
1,Crap
1,Inferior compare to others
1,"""Welcome... to myyyyy world!"""
1,don't do it
1,alright
1,Horrible movie! The worst yet!
1,Piece of s***
1,Texas Chainsaw Crapsacre
1,Oh Dear!
2,nice large face that is easy to read
1,Dead after three years
2,nice watch -- what I was looking for
2,SOUTH OF THE BORDER SOUNDS
2,"Not the usually R. Kelly, but still pretty good."
1,R. Kelly
1,Cliched and mediocre
1,Better than Lord of the Rings?
2,first and best
2,This was the GREATEST movie I have ever seen.
2,Excellent shoes!
1,Paint chips off easily
2,Boingo in mellow times
1,The WORST Boingo CD
2,Excellent flashlight....
1,Real options note covered
1,Worst book I've ever read
1,No Zero Star Rating? Bummer
1,Not like his usual
1,By the Plight of the Goons
1,I'm Sad
1,Boooring!!!!
1,What the heck ???
2,The very best piano solos!!
1,Very Disappointed with this product
1,M ost features work
1,Too many bugs
2,great all in one unit
1,Movie
2,turning thirty reviewed by minxemoo book review
2,Eclectic Poco
1,"Was a great blog, crappy book"
2,Excellent Perspective from a Non-Ordinary Iraqi
1,4.5 STARS? REALLY???
2,Look Great!
1,Sized big
2,Starts slow but you won't be disappointed!!!
2,Feng Shui Your Life
2,Great information.
2,The Ultimate Spanish Review
1,Worst Corey Haim movie ever
1,"Very, very bad."
2,Exceeds my expectations!
1,Absolutely Useless Except for Video
1,Warranty is worthless
2,Pretty Cool!
2,Extremely Insightful
2,Clear direction for being with God
2,Great speaker for a great price
2,Awesome Sound
1,Don't bother
1,Lame
1,"I can't rate the item because I never received my book from the jerks as ZP Books, NEVER ORDER FROM THEM!!!"
2,Pretty good CD
1,Earthforce
2,Rare Movie Where Art Imitates Life!
2,Oh my gosh! See this...!
2,Simply Beautiful
2,Vengance is Mine...
2,gingerAZ
1,Yogapilates
2,Thank you
1,Performance is good but I hate video touch.
2,Masterful Work
2,Separation Between Church and State!!!
1,"Ignorance, well-written."
2,Well Written. An enjoyable read.
2,Goetterdaemerung for a Great Biographer
1,Waste of Time
2,"Great book, much more interesting than expected!"
1,pop history
1,I was bored
1,Interest Quotient doesn't make up for Flaws
1,Ridiculous
1,An airport novel masquarading as history
1,"But it's wrong! Wrong, wrong, wrong!"
2,As You Wish
1,Anti-Catholic diatribe
2,One of the BEST!!
1,Boring
2,Excellent wrenches
2,walk through fire for this!
2,Think you make mistake
1,The Biggest Disappointment
1,A piece of junk
2,Fun reading
2,Shania You Impress Me Much! criticized by a devoted fan!
2,she's great love to see her sing and watch her videos
1,"Shania ""Live"" is Disappointing"
2,A Gripping Book
2,The book is sensitive and touching.It is unpretentious.
2,Gooby
1,completely dumb
2,The best collection of lullabies ever recorded
2,A Few Great songs
1,Is this supposed to be scary?
2,GREAT MOVIE MAKING.
1,Citizen Kane makes all the movies look good.
1,"A classic, but didn't make it for me"
1,"The best film EVER?! Oh, please . . ."
2,Amazon Prime Citizen Kane 70th Anniversary
2,The image is as sharp as the dialogue
1,Unargubly the WORST movie of all time!
1,"Five Star Movie, Problem with Sound"
1,Disappointed!
1,This moview was horrible. Buy Cops and Robbersons instead.
1,"Boring, Overrated"
1,"Important For Its Time, But A Bore"
1,Is everyone else mad !! The Film never starts
1,It's getting worse everytime you see.
1,it stunk
2,Buyer Beware
1,Watch City Lights instead
1,"Citizen Kane is a very poor movie, but it's not definitely the worst film ever!"
1,I just got this DVD for Christmas. What a terrible film!
1,Get a Grip people
1,An overrated and boring film.
1,The Most Overrated Movie Of All Time
1,"Uh-oh, here come the NO HELP votes"
2,Excellent Blu-Ray...
2,Classic film done justice on blu-ray.
2,A Good Remedial Guide
2,"After 7 years of abuse, still ticking."
1,"Cheap plastic, Not waterproof!"
1,Devolution
2,The fluff that dreams are made of.
1,Somebody get Bibio some proper equipment
1,Horrible
1,Brightness
2,Scary! But the book came before the movie....
2,Very Scary
1,What!
1,Magritte video - not suitable for school viewing
2,GREAT MOVIE!!
1,Have Not Received Yet.
2,Great game!
2,Enjoyable fantasy/fairy tale
2,Best of the Best - A real martial arts story
1,Two thumbs down
2,An excellent late album from the Strawbs
1,Stick a fork in 'em.
1,It dented my laptop!
1,Not yoga
2,Good Deal
2,Very Pleased
2,Well
1,umm ... no
2,Strange and excellent work
2,stunning & touching
2,Whoopsy Daisys
2,Good movie.
2,In Lizzy's Opinion
1,No Chemistry and a Gag-Inducing Moment
1,Boring
1,Yuck
1,the horror...the horror....
2,A breath of fresh romantic air
1,I want two hours of my life back!
1,Lame
2,A concise comprehensive review of Bonhoeffer and his beliefs
2,New 80's
2,Atom is the funniest person alive
2,Fits narrow wrists
1,Poor audio quality
2,Sublime in its prime-LIVE
2,AWESOME CD!
2,Awesome
1,"Intriguing device, painfully bad writing."
2,Something new for North Americans.
2,Beautiful
2,"sleek, stylish, tiny camera"
2,Just enjoy
2,Fit nicely
2,Her best
2,My House In Umbria
2,My House in Umbria
2,My House In Umbria
2,Great dvd!!!
1,Very low finishing quality
1,Good songs....but good album? debateable
2,AWESOME
1,"Good writing, bad detective"
1,Save your money...
2,Classic book on darkroom work
2,Up and Down album
1,0 stars for this one.
1,Not Good
2,Melville From the Hip
2,Gorgeous Voice
2,Excellent
2,Brilliant!
1,Raunchy - and that's being polite.
1,Crippled by Lack of Graphics
1,Poor choice for a cheap telephoto
